X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
-77.0318673470051,38.9203371525464,23034751,2023/03/05 07:21:31+00,MIDNIGHT,OTHERS,THEFT/OTHER,2300 - 2398 BLOCK OF 14TH STREET NW,397236.69,139162.51,1,1B,3,304,Cluster 2,003701 2,003701,Precinct 23,38.9203293614,-77.0318650523,,2023/03/04 22:00:00+00,2023/03/04 22:28:00+00,334561527,
-76.96404294874,38.8531412078781,23035280,2023/03/06 07:16:59+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,3000 - 3199 BLOCK OF NAYLOR ROAD SE,403121.29968085,131703.372279651,8,8B,7,702,Cluster 36,007502 3,007502,Precinct 115,38.8531334276,-76.9640406795,,2023/03/06 06:28:00+00,2023/03/06 07:17:00+00,334561528,
-77.0332566388807,38.9096593644672,23035316,2023/03/06 11:38:25+00,MIDNIGHT,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,38.9096515756,-77.0332543444,,2023/03/06 11:17:00+00,,334561529,
-77.0332566388807,38.9096593644672,23035759,2023/03/07 03:11:41+00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005203 2,005203,Precinct 16,38.9096515756,-77.0332543444,,2023/03/07 02:29:00+00,2023/03/07 02:39:00+00,334561530,
-77.0265524161594,38.9823953078415,23035766,2023/03/07 03:30:50+00,EVENING,OTHERS,THEFT F/AUTO,7600 - 7699 BLOCK OF GEORGIA AVENUE NW,397699.6,146051.38,4,4B,4,401,Cluster 17,010300 2,010300,Precinct 63,38.982387504,-77.0265501193,,2023/03/02 23:00:00+00,2023/03/05 07:00:00+00,334561531,
-77.0429538178411,38.9178269452412,23035768,2023/03/07 10:13:36+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1800 - 1899 BLOCK OF CALIFORNIA STREET NW,396275.15,138884.25,1,1C,3,303,Cluster 1,004002 2,004002,Precinct 25,38.9178191551,-77.0429515198,ADAMS MORGAN,2023/03/07 01:15:00+00,2023/03/07 03:52:00+00,334561532,
-77.0270392419085,38.9231049162166,23037787,2023/03/10 20:04:52+00,EVENING,OTHERS,THEFT F/AUTO,2500 - 2599 BLOCK OF 11TH STREET NW,397655.47,139469.62,1,1B,3,304,Cluster 2,003500 2,003500,Precinct 37,38.9230971244,-77.0270369485,,2023/03/10 17:32:00+00,2023/03/10 19:12:00+00,334561533,
-76.9375196103934,38.9124729615037,23021650,2023/02/09 13:37:32+00,DAY,OTHERS,THEFT F/AUTO,4400 - 4499 BLOCK OF QUARLES STREET NE,405419.039362982,138290.891165765,7,7D,6,601,Cluster 29,009601 1,009601,Precinct 92,38.9124651682,-76.937517346,,2023/02/08 19:00:00+00,2023/02/09 12:30:00+00,334561571,
-77.0116139720975,38.956107371429,23021823,2023/02/09 23:39:37+00,EVENING,OTHERS,BURGLARY,5400 - 5499 BLOCK OF 1ST STREET NW,398993.55,143132.9,4,4B,4,406,Cluster 17,002102 2,002102,Precinct 57,38.9560995724,-77.0116116815,,2023/01/31 19:00:00+00,2023/01/31 20:00:00+00,334561572,
-77.0082634099667,38.8792941612244,23023037,2023/02/12 04:39:26+00,MIDNIGHT,OTHERS,THEFT/OTHER,1 - 69 BLOCK OF I STREET SE,399283.19,134605.96,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.8792863775,-77.0082611251,CAPITOL RIVERFRONT,2023/02/11 21:14:00+00,2023/02/11 21:32:00+00,334561573,
-77.0043554244877,38.8770121856549,23023064,2023/02/12 04:45:30+00,MIDNIGHT,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,399622.27,134352.62,8,8F,1,106,Cluster 27,007203 1,007203,Precinct 131,38.8770044023,-77.004353141,CAPITOL RIVERFRONT,2023/02/11 21:42:00+00,2023/02/11 22:08:00+00,334561574,
-77.0111908379051,38.8954629693864,23023687,2023/02/13 08:06:21+00,MIDNIGHT,OTHERS,THEFT F/AUTO,400 - 499 BLOCK OF NEW JERSEY AVENUE NW,399029.4,136400.85,6,6E,1,102,Cluster 8,005900 2,005900,Precinct 1,38.8954551825,-77.0111885512,DOWNTOWN,2023/02/12 03:30:00+00,2023/02/12 16:23:00+00,334561575,
-76.9875302720342,38.9039744800959,23024606,2023/02/15 00:08:46+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1299 BLOCK OF NEAL STREET NE,401081.81,137345.71,5,5D,5,506,Cluster 23,008802 3,008802,Precinct 77,38.9039666906,-76.9875279921,,2023/02/14 21:28:00+00,2023/02/14 23:19:00+00,334561576,
-76.9877360602206,38.8345963145751,23024868,2023/02/15 13:06:37+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1000 - 1389 BLOCK OF BARNABY TERRACE SE,401064.994622941,129644.217461741,8,8E,7,706,Cluster 39,009700 2,009700,Precinct 121,38.8345885388,-76.9877337842,,2023/02/15 10:56:00+00,2023/02/15 11:39:00+00,334561577,
-76.9462293836919,38.8837700759115,23024904,2023/02/15 13:23:14+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4000 - 4099 BLOCK OF ELY PLACE SE,404665.529122283,135104.162138807,7,7F,6,603,Cluster 32,007703 2,007703,Precinct 103,38.8837622893,-76.9462271176,,2023/02/15 08:00:00+00,2023/02/15 08:05:00+00,334561578,
-77.0743949561021,38.9361001164684,23025263,2023/02/16 00:49:11+00,EVENING,OTHERS,THEFT/OTHER,3400 - 3499 BLOCK OF 38TH STREET NW,393550.16,140914.48,3,3A,2,204,Cluster 14,001002 4,001002,Precinct 29,38.9360923238,-77.0743926472,,2023/01/01 17:00:00+00,2023/02/15 15:40:00+00,334561579,
-77.0140610990555,38.9646590023033,23025312,2023/02/16 22:03:24+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,6120 - 6199 BLOCK OF NORTH DAKOTA AVENUE NW,398781.59,144082.24,4,4B,4,406,Cluster 17,001902 2,001902,Precinct 59,38.9646512016,-77.0140588072,,2023/02/15 13:00:00+00,2023/02/16 00:00:00+00,334561580,
-77.0066725843647,38.8269202553434,23025578,2023/02/16 17:17:13+00,DAY,OTHERS,ROBBERY,4300 - 4399 BLOCK OF HALLEY TERRACE SE,399420.799293416,128792.07323695,8,8D,7,708,Cluster 39,009810 2,009810,Precinct 126,38.8269124825,-77.0066703033,,2023/02/16 13:28:00+00,2023/02/16 13:30:00+00,334561581,
-76.9326235669044,38.8764886919567,23025633,2023/02/16 18:13:00+00,DAY,OTHERS,THEFT/OTHER,4600 - 4699 BLOCK OF HILLSIDE ROAD SE,405846.614755379,134296.656602058,7,7E,6,604,Cluster 33,007707 2,007707,Precinct 106,38.876480906,-76.9326213063,,2023/02/16 15:54:00+00,2023/02/16 17:06:00+00,334561582,
-76.9819190814707,38.9007508267863,23025896,2023/02/17 01:41:00+00,EVENING,GUN,ROBBERY,1500 - 1599 BLOCK OF MARYLAND AVENUE NE,401568.59,136987.94,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.9007430378,-76.9819168035,,2023/02/17 00:43:00+00,,334561583,
-76.9829321187525,38.8947840189891,23025936,2023/02/17 04:16:36+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF D STREET NE,401480.84,136325.56,7,7D,5,507,Cluster 25,007901 3,007901,Precinct 81,38.8947762312,-76.9829298408,,2023/02/15 13:30:00+00,2023/02/17 03:46:00+00,334561584,
-76.9739570932132,38.9195786542173,23026680,2023/02/18 14:51:42+00,DAY,OTHERS,ASSAULT W/DANGEROUS WEAPON,2000 - 2299 BLOCK OF ADAMS PLACE NE,402258.64,139078.15,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9195708611,-76.9739548166,,2023/02/18 12:21:00+00,2023/02/18 12:30:00+00,334561585,
-77.0580828364515,38.9348320736476,23027210,2023/02/19 16:12:51+00,DAY,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964.33,140772.69,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,38.9348242806,-77.0580805327,,2023/02/19 14:53:00+00,2023/02/19 14:59:00+00,334561586,
-76.9334025853223,38.8918935198004,23003982,2023/01/08 09:33:24+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,4730 - 4899 BLOCK OF BLAINE STREET NE,405777.770019315,136006.660827645,7,7F,6,602,Cluster 33,007804 3,007804,Precinct 98,38.891885731,-76.9334003228,,2023/01/08 08:30:00+00,2023/01/08 09:30:00+00,334561630,
-77.0105976711612,38.9213106737553,23004223,2023/01/08 23:35:09+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF BRYANT STREET NW,399081.19,139270.15,5,5E,3,306,Cluster 21,003301 1,003301,Precinct 135,38.9213028817,-77.010595383,,2023/01/06 23:35:00+00,2023/01/08 17:30:00+00,334561631,
-77.0259856114118,38.9064488311947,23004489,2023/01/09 16:08:23+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1200 - 1299 BLOCK OF 10TH STREET NW,397746.31,137620.63,2,2G,3,307,Cluster 7,004902 2,004902,Precinct 129,38.9064410427,-77.0259833194,,2023/01/09 01:30:00+00,2023/01/09 14:17:00+00,334561632,
-76.9930829897056,38.9245182730794,23006631,2023/01/13 05:31:50+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,800 - 999 BLOCK OF EVARTS STREET NE,400600,139626.19,5,5B,5,504,Cluster 22,009302 1,009302,Precinct 74,38.9245104797,-76.9930807068,,2023/01/13 05:13:00+00,2023/01/13 05:31:00+00,334561633,
-77.0090553090754,38.9076505617592,23006662,2023/01/13 07:55:06+00,MIDNIGHT,OTHERS,THEFT/OTHER,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,399214.79,137753.75,5,5E,3,308,Cluster 21,004600 1,004600,Precinct 19,38.9076427724,-77.0090530223,,2023/01/12 18:30:00+00,2023/01/12 19:00:00+00,334561634,
-77.0238933823595,38.9187836771467,23006718,2023/01/14 16:13:15+00,DAY,OTHERS,THEFT/OTHER,2030 - 2199 BLOCK OF 9TH STREET NW,397928.14,138989.85,1,1B,3,305,Cluster 3,003500 3,003500,Precinct 37,38.9187758861,-77.0238910902,,2023/01/12 21:30:00+00,2023/01/13 12:30:00+00,334561635,
-76.9812445034137,38.864261225453,23007105,2023/01/14 04:02:29+00,MIDNIGHT,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF V STREET SE,401627.936959464,132937.326936797,8,8A,7,701,Cluster 28,007504 2,007504,Precinct 114,38.8642534441,-76.9812422284,,2023/01/14 02:00:00+00,2023/01/14 02:47:00+00,334561636,
-77.0236643918039,38.9320472118436,23007204,2023/01/14 07:59:52+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,GEORGIA AVENUE NW AND MORTON STREET NW,397948.37999605,140462.21001578,1,1E,4,409,Cluster 2,003200 3,003200,Precinct 38,38.9320394182,-77.023662099,,2023/01/14 05:44:00+00,2023/01/14 07:30:00+00,334561637,
-77.0336417839599,38.8995017951577,23022670,2023/02/11 02:32:44+00,EVENING,OTHERS,THEFT/OTHER,718 - 799 BLOCK OF 15TH STREET NW,397081.96,136849.67,2,2C,2,207,Cluster 8,010100 3,010100,Precinct 129,38.8994940083,-77.03363949,DOWNTOWN,2023/02/03 07:20:00+00,2023/02/03 08:30:00+00,334561860,
-77.0277617541973,38.9643707201003,23022772,2023/02/11 07:41:23+00,MIDNIGHT,OTHERS,THEFT/OTHER,6100 - 6199 BLOCK OF GEORGIA AVENUE NW,397594.21,144050.51,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 60,38.96436292,-77.0277594581,,2023/02/11 06:25:00+00,2023/02/11 06:33:00+00,334561861,
-77.0066725843647,38.8269202553434,23011512,2023/01/22 12:37:24+00,DAY,OTHERS,MOTOR VEHICLE THEFT,4300 - 4399 BLOCK OF HALLEY TERRACE SE,399420.799293416,128792.07323695,8,8D,7,708,Cluster 39,009810 2,009810,Precinct 126,38.8269124825,-77.0066703033,,2023/01/22 11:19:00+00,2023/01/22 12:20:00+00,334561862,
-77.0253806404422,38.9413494524385,23030230,2023/02/25 01:29:20+00,EVENING,OTHERS,THEFT/OTHER,4100 - 4199 BLOCK OF GEORGIA AVENUE NW,397799.86,141494.88,4,4C,4,404,Cluster 18,002503 1,002503,Precinct 47,38.9413416569,-77.0253783465,,2023/02/25 00:34:00+00,,334561889,
-77.0107160955759,38.9627054668907,23030517,2023/02/25 20:07:27+00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF PEABODY STREET NW,399071.46,143865.34,4,4B,4,406,Cluster 17,001902 2,001902,Precinct 64,38.9626976665,-77.0107138049,,2023/02/25 17:43:00+00,2023/02/25 18:39:00+00,334561890,
-77.0255775758684,38.9244081188421,23030548,2023/02/25 19:55:05+00,DAY,OTHERS,THEFT/OTHER,2600 - 2699 BLOCK OF SHERMAN AVENUE NW,397782.26,139614.25,1,1E,3,304,Cluster 2,003500 1,003500,Precinct 37,38.9244003267,-77.0255752829,,2023/02/25 17:44:00+00,2023/02/25 18:00:00+00,334561891,
-77.0319554390246,38.9100250159937,23030672,2023/02/26 02:15:41+00,EVENING,OTHERS,THEFT/OTHER,1500 - 1520 BLOCK OF 14TH STREET NW,397228.65,138017.78,2,2F,2,208,Cluster 7,005202 1,005202,Precinct 16,38.910017227,-77.0319531449,,2023/02/24 23:30:00+00,2023/02/25 00:55:00+00,334561892,
-76.9544817201602,38.8854833498314,23031236,2023/02/27 02:58:08+00,EVENING,OTHERS,THEFT/OTHER,200 - 499 BLOCK OF ANACOSTIA ROAD SE,403949.432097618,135293.959290984,7,7B,6,603,Cluster 32,007703 4,007703,Precinct 107,38.8854755628,-76.9544794517,,2023/02/27 01:39:00+00,2023/02/27 02:48:00+00,334561893,
-77.0058867739449,38.9060517824435,23031313,2023/02/27 07:05:19+00,MIDNIGHT,OTHERS,THEFT/OTHER,1200 - 1229 BLOCK OF 1ST STREET NE,399489.6,137576.25,6,6E,5,501,Cluster 25,010601 2,010601,Precinct 144,38.9060439932,-77.0058844882,NOMA,2023/02/27 01:20:00+00,2023/02/27 01:23:00+00,334561894,
-76.9961668002804,38.9031282071167,23031892,2023/02/28 08:15:39+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1000 - 1099 BLOCK OF 7TH STREET NE,400332.69,137251.7,6,6A,5,501,Cluster 25,010602 2,010602,Precinct 83,38.9031204181,-76.9961645177,,2023/02/28 07:23:00+00,2023/02/28 07:55:00+00,334561895,
-77.0628545009206,38.9064461636557,23032064,2023/02/28 17:09:46+00,DAY,OTHERS,THEFT/OTHER,1224 - 1299 BLOCK OF WISCONSIN AVENUE NW,394548.45,137621.89,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,38.9064383765,-77.0628521974,GEORGETOWN,2023/02/28 16:40:00+00,,334561896,
-77.026602096406,38.9562597737058,23032141,2023/02/28 20:04:29+00,EVENING,OTHERS,THEFT/OTHER,900 - 935 BLOCK OF KENNEDY STREET NW,397694.45,143150.09,4,4D,4,403,Cluster 18,002101 5,002101,Precinct 56,38.9562519752,-77.0265998011,,2023/02/25 21:00:00+00,2023/02/27 14:30:00+00,334561897,
-77.0005715975569,38.9207691221135,23032478,2023/03/01 07:04:04+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2300 - 2399 BLOCK OF 4TH STREET NE,399950.63,139209.98,5,5F,5,502,Cluster 21,009203 2,009203,Precinct 74,38.9207613298,-77.0005693126,,2023/03/01 05:55:00+00,2023/03/01 05:56:00+00,334561898,
-77.0146771303438,38.9522495060329,23032521,2023/03/01 14:43:28+00,DAY,OTHERS,MOTOR VEHICLE THEFT,200 - 299 BLOCK OF GALLATIN STREET NW,398727.98,142704.68,4,4D,4,407,Cluster 18,002202 1,002202,Precinct 57,38.9522417079,-77.014674839,,2023/02/28 22:00:00+00,2023/03/01 12:11:00+00,334561899,
-77.0588789953229,38.9362028291005,23032860,2023/03/01 22:35:53+00,EVENING,KNIFE,ROBBERY,3500 - 3599 BLOCK OF CONNECTICUT AVENUE NW,394895.4,140924.9,3,3C,2,203,Cluster 15,000600 2,000600,Precinct 27,38.9361950358,-77.0588766912,,2023/03/01 20:46:00+00,2023/03/01 20:48:00+00,334561900,
-76.9748265745932,38.8986220092657,23033035,2023/03/02 04:08:37+00,MIDNIGHT,OTHERS,THEFT/OTHER,1920 - 2099 BLOCK OF BENNING ROAD NE,402183.88,136751.77,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.8986142204,-76.974824299,,2023/02/28 07:43:00+00,2023/02/28 07:50:00+00,334561901,
-77.0378113733177,38.9207867876,23033618,2023/03/03 03:42:18+00,EVENING,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF CRESCENT PLACE NW,396721.25,139212.62,1,1C,3,303,Cluster 1,003801 1,003801,Precinct 24,38.9207789966,-77.0378090767,,2023/03/03 03:10:00+00,2023/03/03 03:20:00+00,334561902,
-77.0392624640373,38.903748833532,23034871,2023/03/05 15:51:53+00,DAY,OTHERS,THEFT/OTHER,1700 - 1717 BLOCK OF L STREET NW,396594.6,137321.32,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.903741046,-77.039260168,GOLDEN TRIANGLE,2023/03/04 21:00:00+00,2023/03/04 22:00:00+00,334561903,
-77.040877886926,38.9238776823034,23035074,2023/03/05 23:09:42+00,EVENING,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2023/03/05 21:40:00+00,2023/03/05 21:45:00+00,334561904,
-77.002552292195,38.9056537338239,23035621,2023/03/06 23:14:36+00,EVENING,OTHERS,THEFT/OTHER,201 - 299 BLOCK OF M STREET NE,399778.82,137532.05,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,38.9056459446,-77.0025500075,NOMA,2023/03/06 21:35:00+00,2023/03/06 21:49:00+00,334561905,
-77.0175522300509,38.9037415911665,23035679,2023/03/07 01:13:52+00,EVENING,OTHERS,THEFT F/AUTO,400 - 497 BLOCK OF L STREET NW,398477.73,137319.93,6,6E,1,101,Cluster 8,004703 3,004703,Precinct 1,38.9037338029,-77.0175499408,MOUNT VERNON TRIANGLE CID,2023/03/03 03:00:00+00,2023/03/06 22:00:00+00,334561906,
-76.919588788557,38.8923809116353,23035690,2023/03/07 04:07:50+00,MIDNIGHT,OTHERS,THEFT F/AUTO,200 - 399 BLOCK OF 57TH STREET NE,406976.12,136061.73,7,7C,6,608,Cluster 31,007808 3,007808,Precinct 96,38.892373122,-76.9195865305,,2023/03/06 23:31:00+00,2023/03/07 00:35:00+00,334561907,
-77.032592571693,38.9281795966996,23036260,2023/03/08 02:39:02+00,EVENING,OTHERS,THEFT/OTHER,3000 - 3099 BLOCK OF 14TH STREET NW,397174.11,140033.11,1,1A,3,302,Cluster 2,002802 3,002802,Precinct 36,38.928171804,-77.0325902763,,2023/03/07 22:22:00+00,2023/03/07 22:48:00+00,334561908,
-77.0338137892337,38.9306419421362,23036606,2023/03/08 17:08:49+00,DAY,OTHERS,ASSAULT W/DANGEROUS WEAPON,1400 - 1499 BLOCK OF PARK ROAD NW,397068.32,140306.49,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 41,38.930634149,-77.0338114933,,2023/03/08 14:53:00+00,2023/03/08 17:30:00+00,334561909,
-76.9156631337821,38.8971524384906,23042711,2023/03/19 18:01:46+00,DAY,OTHERS,THEFT/OTHER,5900 - 5999 BLOCK OF FOOTE STREET NE,407316.193348742,136591.714236188,7,7C,6,608,Cluster 31,007807 1,007807,Precinct 95,38.8971446481,-76.9156608761,,2023/03/19 17:19:00+00,2023/03/19 17:54:00+00,334561939,
-77.0501265594716,38.9013503458246,23043054,2023/03/20 07:49:20+00,MIDNIGHT,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 23RD STREET NW,395652.11,137055.53,2,2A,2,207,Cluster 5,005601 3,005601,Precinct 3,38.9013425592,-77.0501242602,,2023/03/19 23:00:00+00,2023/03/19 23:30:00+00,334561940,
-76.9988859074508,38.906475678351,23029200,2023/02/23 04:54:26+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,500 - 599 BLOCK OF FLORIDA AVENUE NE,400096.83,137623.29,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9064678888,-76.9988836239,,2023/02/23 02:30:00+00,2023/02/23 03:15:00+00,334561966,
-77.0332566388807,38.9096593644672,23062598,2023/04/22 16:02:01+00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF P STREET NW,397115.78,137977.23,2,2F,2,208,Cluster 7,005202 1,005202,Precinct 16,38.9096515756,-77.0332543444,,2023/04/19 19:00:00+00,2023/04/22 14:00:00+00,334561967,
-76.9883124905402,38.892794642023,23062717,2023/04/24 05:02:46+00,MIDNIGHT,OTHERS,THEFT F/AUTO,200 - 299 BLOCK OF 13TH STREET NE,401014.12,136104.65,6,6A,1,108,Cluster 25,008002 2,008002,Precinct 86,38.8927868548,-76.9883102111,,2023/04/22 20:24:00+00,2023/04/22 21:47:00+00,334561968,
-76.9372697509548,38.8931932195523,23062768,2023/04/22 23:04:03+00,EVENING,OTHERS,THEFT/OTHER,4500 - 4599 BLOCK OF BROOKS STREET NE,405442.18,136150.7,7,7F,6,602,Cluster 33,007803 3,007803,Precinct 98,38.8931854304,-76.9372674874,,2023/04/22 21:47:00+00,2023/04/22 22:31:00+00,334561969,
-77.0582491710122,38.9307585241938,23063563,2023/04/24 15:41:21+00,DAY,OTHERS,THEFT F/AUTO,2731 - 2899 BLOCK OF DEVONSHIRE PLACE NW,394949.62,140320.5,3,3C,2,204,Cluster 15,000502 2,000502,Precinct 26,38.930750732,-77.0582468675,,2023/04/24 06:00:00+00,,334561970,
-76.9434552265979,38.9005287008131,23063927,2023/04/25 02:51:20+00,EVENING,GUN,ROBBERY,4100 - 4199 BLOCK OF HUNT PLACE NE,404905.072610505,136964.645884534,7,7C,6,602,Cluster 30,007803 1,007803,Precinct 99,38.9005209103,-76.9434529605,,2023/04/25 01:31:00+00,2023/04/25 01:50:00+00,334561971,
-76.9848973245787,38.9077465064782,23063959,2023/04/25 04:49:12+00,MIDNIGHT,OTHERS,SEX ABUSE,1200 - 1299 BLOCK OF MEIGS PLACE NE,401310.12,137764.47,5,5D,5,506,Cluster 23,008804 1,008804,Precinct 78,38.9077387162,-76.9848950453,,2023/04/21 23:00:00+00,2023/04/22 00:00:00+00,334561972,
-77.0244763810055,38.9096534263657,23064284,2023/04/25 20:30:18+00,EVENING,OTHERS,THEFT F/AUTO,900 - 922 BLOCK OF P STREET NW,397877.31,137976.33,2,2G,3,307,Cluster 7,004901 3,004901,Precinct 129,38.9096456371,-77.0244740893,,2023/04/23 16:30:00+00,2023/04/23 19:20:00+00,334561973,
-76.9751148317011,38.9172942137185,23064546,2023/04/26 05:25:04+00,MIDNIGHT,OTHERS,THEFT/OTHER,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,402158.31,138824.53,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9172864211,-76.9751125549,,2023/04/26 04:30:00+00,2023/04/26 04:31:00+00,334561974,
-77.0394521495712,38.9019393511348,23065180,2023/04/27 10:04:13+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,900 - 999 BLOCK OF 17TH STREET NW,396578.06,137120.46,2,2C,2,207,Cluster 6,010700 1,010700,Precinct 17,38.901931564,-77.0394498536,GOLDEN TRIANGLE,2023/04/27 08:49:00+00,,334561975,
-77.0658247731014,38.9325495889173,23065613,2023/04/27 23:43:29+00,EVENING,OTHERS,THEFT F/AUTO,3300 - 3399 BLOCK OF LOWELL STREET NW,394292.91,140519.77,3,3C,2,204,Cluster 15,000600 2,000600,Precinct 27,38.9325417966,-77.0658224671,,2023/04/27 18:00:00+00,2023/04/27 19:00:00+00,334561976,
-77.068167190133,38.9162337235197,23066393,2023/04/29 10:35:20+00,MIDNIGHT,OTHERS,THEFT/OTHER,1851 - 2008 BLOCK OF WISCONSIN AVENUE NW,394088.46,138708.72,2,2E,2,206,Cluster 4,000102 1,000102,Precinct 5,38.9162259346,-77.0681648844,,2023/04/29 09:50:00+00,,334561977,
-77.0159790622146,38.9137517110838,23066411,2023/04/29 22:22:06+00,EVENING,OTHERS,BURGLARY,301 - 398 BLOCK OF FLORIDA AVENUE NW,398614.38,138431.11,5,5E,3,308,Cluster 21,003400 3,003400,Precinct 19,38.9137439207,-77.0159767729,,2023/04/27 20:30:00+00,2023/04/29 10:00:00+00,334561978,
-76.9983949762658,38.9071907554069,23066836,2023/04/30 05:40:21+00,MIDNIGHT,GUN,ROBBERY,500 - 599 BLOCK OF MORSE STREET NE,400139.41,137702.67,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9071829657,-76.9983926928,,2023/04/30 03:55:00+00,2023/04/30 05:20:00+00,334561979,
-77.0297024434816,38.9502776253135,23066955,2023/04/30 14:56:18+00,DAY,OTHERS,THEFT F/AUTO,4900 - 4999 BLOCK OF 13TH STREET NW,397425.51,142486.1,4,4E,4,404,Cluster 18,002002 3,002002,Precinct 54,38.9502698281,-77.0297001476,,2023/04/30 09:26:00+00,2023/04/30 09:27:00+00,334561980,
-76.9681677430358,38.8620330712808,23067001,2023/04/30 16:15:45+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2200 - 2226 BLOCK OF TOWN CENTER DRIVE SE,402762.92,132690.3,7,7B,6,606,Cluster 35,007604 3,007604,Precinct 113,38.8620252896,-76.9681654717,,2023/04/30 13:56:00+00,2023/04/30 14:46:00+00,334561981,
-76.9344799042592,38.8885361398203,23067033,2023/04/30 18:17:35+00,DAY,OTHERS,THEFT/OTHER,4600 - 4699 BLOCK OF A STREET SE,405684.576067228,135633.897851299,7,7E,6,604,Cluster 33,009906 1,009906,Precinct 104,38.8885283511,-76.9344776422,,2023/04/30 14:55:00+00,2023/04/30 15:30:00+00,334561982,
-76.9794021692199,38.8694846105458,23067232,2023/04/30 22:19:41+00,EVENING,OTHERS,THEFT/OTHER,1722 - 1799 BLOCK OF R STREET SE,401787.697407612,133517.195545335,8,8A,6,607,Cluster 34,007601 4,007601,Precinct 140,38.8694768281,-76.9793998939,,2023/04/30 21:20:00+00,2023/04/30 21:34:00+00,334561983,
-76.9789973625297,38.9218366148452,23067531,2023/05/01 13:11:28+00,DAY,OTHERS,MOTOR VEHICLE THEFT,2400 - 2499 BLOCK OF 18TH STREET NE,401821.49,139328.69,5,5C,5,505,Cluster 22,009102 1,009102,Precinct 72,38.9218288215,-76.9789950842,,2023/04/29 19:00:00+00,2023/05/01 11:30:00+00,334561984,
-77.0088922454044,38.823609088885,23068138,2023/05/02 05:17:33+00,MIDNIGHT,OTHERS,BURGLARY,2 - 199 BLOCK OF GALVESTON STREET SW,399228.024253237,128424.528308609,8,8D,7,708,Cluster 39,010900 2,010900,Precinct 126,38.8236013165,-77.0088899643,,2023/05/02 00:08:00+00,2023/05/02 05:08:00+00,334561985,
